ZIP,CITY,SUBDIVISION
06180,"Badajoz",ES-BA
06182,"Badajoz",ES-BA
06183,"Badajoz",ES-BA
06186,"Badajoz",ES-BA
06193,"Badajoz",ES-BA
06194,"Badajoz",ES-BA
06195,"Badajoz",ES-BA
06160,"Barcarrota",ES-BA
06659,"Baterno",ES-BA
06428,"Benquerencia de la Serena",ES-BA
06429,"Benquerencia de la Serena",ES-BA
06613,"Benquerencia de la Serena",ES-BA
06615,"Benquerencia de la Serena",ES-BA
06390,"Berlanga",ES-BA
06930,"Berlanga",ES-BA
06960,"Berlanga",ES-BA
06250,"Bienvenida",ES-BA
06394,"Bodonal de la Sierra",ES-BA
06370,"Burguillos del Cerro",ES-BA
06570,"Burguillos del Cerro",ES-BA
06600,"Cabeza del Buey",ES-BA
06614,"Cabeza del Buey",ES-BA
06293,"Cabeza la Vaca",ES-BA
06810,"Calamonte",ES-BA
06292,"Calera de León",ES-BA
06249,"Calzadilla de los Barros",ES-BA
06459,"Campanario",ES-BA
06460,"Campanario",ES-BA
06443,"Campillo de Llerena",ES-BA
06612,"Capilla",ES-BA
06448,"Carmonitaillajoyosa/v",ES-BA
06488,"Carmonita",ES-BA
06770,"Casas de Don Pedro",ES-BA
06680,"Castilblanco",ES-BA
06420,"Castuera",ES-BA
06158,"Codosera, la",ES-BA
06518,"Codosera, la",ES-BA
06487,"Cordobilla de Lácara",ES-BA
06469,"Coronada, la",ES-BA
06196,"Corte de Peleas",ES-BA
06473,"Cristina",ES-BA
06479,"Cristina",ES-BA
06105,"Cheles",ES-BA
06820,"Don Álvaro",ES-BA
06400,"Don Benito",ES-BA
06410,"Don Benito",ES-BA
06412,"Don Benito",ES-BA
06711,"Don Benito",ES-BA
06717,"Don Benito",ES-BA
06197,"Entrín Bajo",ES-BA
06860,"Esparragalejo",ES-BA
06349,"Esparragosa de la Serena",ES-BA
06439,"Esparragosa de la Serena",ES-BA
06620,"Esparragosa de Lares",ES-BA
06340,"Fregenal de la Sierra",ES-BA
06660,"Fuenlabrada de los Montes",ES-BA
06240,"Fuente de Cantos",ES-BA
06980,"Fuente del Arco",ES-BA
06982,"Fuente del Arco",ES-BA
06360,"Fuente del Maestre",ES-BA
06280,"Fuentes de León",ES-BA
06690,"Garbayuela",ES-BA
06656,"Garlitos",ES-BA
06870,"Garrovilla, la",ES-BA
06910,"Granja de Torrehermosa",ES-BA
06470,"Guareña",ES-BA
06714,"Haba, la",ES-BA
06692,"Helechosa de los Montes",ES-BA
06670,"Herrera del Duque",ES-BA
06679,"Herrera del Duque",ES-BA
06441,"Higuera de la Serena",ES-BA
06445,"Higuera de Llerena",ES-BA
06132,"Higuera de Vargas",ES-BA
06350,"Higuera la Real",ES-BA
06226,"Hinojosa del Valle",ES-BA
06228,"Hornachos",ES-BA
06289,"Jerez de los Caballeros",ES-BA
06380,"Jerez de los Caballeros",ES-BA
06389,"Jerez de los Caballeros",ES-BA
06391,"Lapa, la",ES-BA
06187,"Lobónillajoyosa/v",ES-BA
06498,"Lobón",ES-BA
06227,"Llera",ES-BA
06900,"Llerena",ES-BA
06468,"Magacela",ES-BA
06939,"Maguilla",ES-BA
06969,"Maguilla",ES-BA
06928,"Malcocinado",ES-BA
06440,"Malpartida de la Serena",ES-BA
06478,"Manchita",ES-BA
06411,"Medellín",ES-BA
06320,"Medina de las Torres",ES-BA
06413,"Mengabril",ES-BA
06800,"Mérida",ES-BA
06891,"Mirandilla",ES-BA
06260,"Monesterioillajoyosa/v",ES-BA
06291,"Montemolín",ES-BA
06907,"Montemolín",ES-BA
06908,"Montemolín",ES-BA
06427,"Monterrubio de la Serena",ES-BA
06480,"Montijo",ES-BA
06489,"Montijo",ES-BA
06499,"Montijo",ES-BA
06176,"Morera, la",ES-BA
06486,"Nava de Santiago, la",ES-BA
06731,"Navalvillar de Pela",ES-BA
06760,"Navalvillar de Pela",ES-BA
06173,"Nogales",ES-BA
06120,"Oliva de la Frontera",ES-BA
06475,"Oliva de Mérida",ES-BA
06100,"Olivenza",ES-BA
06103,"Olivenza",ES-BA
06106,"Olivenza",ES-BA
06107,"Olivenza",ES-BA
06108,"Olivenza",ES-BA
06109,"Olivenza",ES-BA
06750,"Orellana de la Sierra",ES-BA
06740,"Orellana la Viejaillajoyosa/v",ES-BA
06476,"Palomas",ES-BA
06610,"Peñalsordo",ES-BA
06208,"Peraleda del Zaucejo",ES-BA
06919,"Peraleda del Zaucejo",ES-BA
06630,"Puebla de Alcocer",ES-BA
06490,"Puebla de la Calzada",ES-BA
06477,"Puebla de la Reina",ES-BA
06906,"Puebla del Maestre",ES-BA
06229,"Puebla del Prior",ES-BA
06191,"Puebla de Obando",ES-BA
06310,"Puebla de Sancho Pérez",ES-BA
06392,"Puebla de Sancho Pérez",ES-BA
06450,"Quintana de la Serena",ES-BA
06970,"Reina",ES-BA
06715,"Rena",ES-BA
06442,"Retamal de Llerena",ES-BA
06225,"Ribera del Fresno",ES-BA
06657,"Risco",ES-BA
06190,"Roca de la Sierra, la",ES-BA
06174,"Salvaleón",ES-BA
06075,"Salvatierra de los Baillajoyosa/vrros",ES-BA
06175,"Salvatierra de los Barros",ES-BA
06655,"Sancti-spíritus",ES-BA
06893,"San Pedro de Mérida",ES-BA
06150,"Santa Marta",ES-BA
06230,"Santos de Maimona, los",ES-BA
06500,"San Vicente de Alcántara",ES-BA
06270,"Segura de León",ES-BA
06650,"Siruela",ES-BA
06209,"Solana de los Barros",ES-BA
06640,"Talarrubias",ES-BA
06140,"Talavera la Real",ES-BA
06133,"Táliga",ES-BA
06658,"Tamurejo",ES-BA
06172,"Torre de Miguel Sesmero",ES-BA
06880,"Torremayor",ES-BA
06210,"Torremejía",ES-BA
06409,"Trasierra",ES-BA
06909,"Trasierraillajoyosa/v",ES-BA
06892,"Trujillanos",ES-BA
06290,"Usagre",ES-BA
06689,"Valdecaballeros",ES-BA
06474,"Valdetorres",ES-BA
06444,"Valencia de las Torres",ES-BA
06134,"Valencia del Mombuey",ES-BA
06330,"Valencia del Ventoso",ES-BA
06378,"Valverde de Burguillos",ES-BA
06130,"Valverde de Leganés",ES-BA
06927,"Valverde de Llerena",ES-BA
06890,"Valverde de Mérida",ES-BA
06458,"Valle de la Serena",ES-BA
16458,"Valle de la Serena",ES-CU
06177,"Valle de Matamoros",ES-BA
06178,"Valle de Santa Ana",ES-BA
06220,"Villafranca de los Barros",ES-BA
06950,"Villagarcía de la Torre",ES-BA
06710,"Villanueva de la Serena",ES-BA
06712,"Villanueva de la Serena",ES-BA
06718,"Villanueva de la Serena",ES-BA
06720,"Villanueva de la Serena",ES-BA
09720,"Villanueva de la Serena",ES-BU
06110,"Villanueva del Fresno",ES-BA
06192,"Villar del Rey",ES-BA
06716,"Villar de Rena",ES-BA
06678,"Villarta de los Montes",ES-BA
06300,"Zafra",ES-BA
06129,"Zahínos",ES-BA
06430,"Zalamea de la Serena",ES-BA
06611,"Zarza-capilla",ES-BA
06830,"Zarza, la",ES-BA
06185,"Valdelacalzada",ES-BA
06184,"Pueblonuevo del Guadiillajoyosa/vana",ES-BA
07340,"Alaró",ES-IB
07630,"Alaior",ES-IB
07730,"Alaior",ES-IB
07400,"Alcúdia",ES-IB
07408,"Alcúdia",ES-IB
07409,"Alcúdia",ES-IB
07410,"Alcúdia",ES-IB
07210,"Algaida",ES-IB
07220,"Algaida",ES-IB
07629,"Algaida",ES-IB
07150,"Andratx",ES-IB
07157,"Andratx",ES-IB
07159,"Andratx",ES-IB
07160,"Andratx",ES-IB
07570,"Artà",ES-IB
07579,"Artà",ES-IB
07750,"Artà",ES-IB
07191,"Banyalbufar",ES-IB
07350,"Binissalem",ES-IB
07311,"Búger",ES-IB
07110,"Bunyola",ES-IB
07193,"Bunyola",ES-IB
07349,"Bunyola",ES-IB
07710,"Bunyola",ES-IB
07180,"Calvià",ES-IB
07181,"Calvià",ES-IB
07182,"Calvià",ES-IB
07183,"Calvià",ES-IB
07184,"Calvià",ES-IB
07196,"Calvià",ES-IB
11718,"Calvià",ES-CA
07310,"Campanet",ES-IB
07639,"Campos",ES-IB
07580,"Capdepera",ES-IB
07589,"Capdepera",ES-IB
07590,"Capdepera",ES-IB
07599,"Capdepera",ES-IB
07760,"Ciutadella de Menorca",ES-IB
07769,"Ciutadella de Menorca",ES-IB
07330,"Consell",ES-IB
07144,"Costitx",ES-IB
07017,"Deyá",ES-IB
07018,"Deyá",ES-IB
07179,"Deyá",ES-IB
07315,"Escorca",ES-IB
07190,"Esporles",ES-IB
07192,"Estellencs",ES-IB
07200,"Felanitx",ES-IB
07208,"Felanitx",ES-IB
07209,"Felanitx",ES-IB
07669,"Felanitx",ES-IB
07670,"Felanitx",ES-IB
07860,"Formentera",ES-IB
07870,"Formentera",ES-IB
07871,"Formentera",ES-IB
07872,"Formentera",ES-IB
07109,"Fornalutx",ES-IB
07800,"Eivissa",ES-IB
07816,"Eivissa",ES-IB
07817,"Eivissa",ES-IB
07819,"Eivissa",ES-IB
07300,"Inca",ES-IB
07518,"Lloret de Vistalegre",ES-IB
07360,"Lloseta",ES-IB
07430,"Llubí",ES-IB
07611,"Llucmajor",ES-IB
07620,"Llucmajor",ES-IB
07700,"Maó",ES-IB
07701,"Maó",ES-IB
07702,"Maó",ES-IB
07703,"Maó",ES-IB
07712,"Maó",ES-IB
07713,"Maó",ES-IB
07714,"Maó",ES-IB
07500,"Manacor",ES-IB
07509,"Manacor",ES-IB
07680,"Manacor",ES-IB
07687,"Manacor",ES-IB
07688,"Manacor",ES-IB
07689,"Manacor",ES-IB
07312,"Mancor de la Vall",ES-IB
07519,"Maria de la Salut",ES-IB
07009,"Marratxí",ES-IB
07141,"Marratxí",ES-IB
07740,"Mercadal, es",ES-IB
07748,"Mercadal, es",ES-IB
07230,"Montuïri",ES-IB
07316,"Montuïri",ES-IB
07440,"Muro",ES-IB
07001,"Palma de Mallorca",ES-IB
07002,"Palma de Mallorca",ES-IB
07003,"Palma de Mallorca",ES-IB
07004,"Palma de Mallorca",ES-IB
07005,"Palma de Mallorca",ES-IB
07006,"Palma de Mallorca",ES-IB
07007,"Palma de Mallorca",ES-IB
07008,"Palma de Mallorca",ES-IB
07010,"Palma de Mallorca",ES-IB
07011,"Palma de Mallorca",ES-IB
07012,"Palma de Mallorca",ES-IB
07013,"Palma de Mallorca",ES-IB
07014,"Palma de Mallorca",ES-IB
07015,"Palma de Mallorca",ES-IB
07070,"Palma de Mallorca",ES-IB
07071,"Palma de Mallorca",ES-IB
07080,"Palma de Mallorca",ES-IB
07120,"Palma de Mallorca",ES-IB
07121,"Palma de Mallorca",ES-IB
07122,"Palma de Mallorca",ES-IB
07197,"Palma de Mallorca",ES-IB
07198,"Palma de Mallorca",ES-IB
07199,"Palma de Mallorca",ES-IB
07600,"Palma de Mallorca",ES-IB
07608,"Palma de Mallorca",ES-IB
07609,"Palma de Mallorca",ES-IB
07610,"Palma de Mallorca",ES-IB
07520,"Petra",ES-IB
07460,"Pollença",ES-IB
07469,"Pollença",ES-IB
07470,"Pollença",ES-IB
07260,"Porreres",ES-IB
07420,"Pobla, sa",ES-IB
07194,"Puigpunyent",ES-IB
07195,"Puigpunyent",ES-IB
07820,"Sant Antoni de Portmany",ES-IB
07828,"Sant Antoni de Portmany",ES-IB
07140,"Sencelles",ES-IB
07143,"Sencelles",ES-IB
07818,"Sant Josep de Sa Talaia",ES-IB
07829,"Sant Josep de Sa Talaia",ES-IB
07830,"Sant Josep de Sa Talaia",ES-IB
07839,"Sant Josep de Sa Talaia",ES-IB
07240,"Sant Joan",ES-IB
07810,"Sant Joan de Labritja",ES-IB
07811,"Sant Joan de Labritja",ES-IB
07812,"Sant Joan de Labritja",ES-IB
07815,"Sant Joan de Labritja",ES-IB
07530,"Sant Llorenç Des Cardassar",ES-IB
07540,"Sant Llorenç Des Cardassar",ES-IB
07560,"Sant Llorenç Des Cardassar",ES-IB
07711,"Sant Lluís",ES-IB
07142,"Santa Eugènia",ES-IB
07814,"Santa Eulalia del Río",ES-IB
07840,"Santa Eulalia del Río",ES-IB
07849,"Santa Eulalia del Río",ES-IB
07850,"Santa Eulalia del Río",ES-IB
07450,"Santa Margalida",ES-IB
07458,"Santa Margalida",ES-IB
07459,"Santa Margalida",ES-IB
07548,"Santa Margalida",ES-IB
07320,"Santa María del Camí",ES-IB
07650,"Santanyí",ES-IB
07659,"Santanyí",ES-IB
07660,"Santanyí",ES-IB
07690,"Santanyí",ES-IB
07691,"Santanyí",ES-IB
07313,"Selva",ES-IB
07314,"Selva",ES-IB
07369,"Selva",ES-IB
07638,"Salines, ses",ES-IB
07640,"Salines, ses",ES-IB
07510,"Sineu",ES-IB
07100,"Sóller",ES-IB
07101,"Sóller",ES-IB
07108,"Sóller",ES-IB
07550,"Son Servera",ES-IB
07559,"Son Servera",ES-IB
07170,"Valldemossa",ES-IB
07720,"Castell, es",ES-IB
07250,"Vilafranca de Bonany",ES-IB
07529,"Ariany",ES-IB
07749,"Migjorn Gran, es",ES-IB
08630,"Abrera",ES-B
08256,"Aguilar de Segarra",ES-B
08328,"Alella",ES-B
08587,"Alpens",ES-B
08480,"Ametlla del Vallès, l'",ES-B
08350,"Arenys de Mar",ES-B
08358,"Arenys de Munt",ES-B
08717,"Argençola",ES-B
08310,"Argentona",ES-B
08271,"Artés",ES-B
08610,"Avià",ES-B
08279,"Avinyó",ES-B
08731,"Avinyonet del Penedès",ES-B
08734,"Avinyonet del Penedès",ES-B
08793,"Avinyonet del Penedès",ES-B
08798,"Avinyonet del Penedès",ES-B
08591,"Aiguafreda",ES-B
08900,"Badalona",ES-B
08911,"Badalona",ES-B
08912,"Badalona",ES-B
08913,"Badalona",ES-B
08914,"Badalona",ES-B
08915,"Badalona",ES-B
08916,"Badalona",ES-B
08917,"Badalona",ES-B
08918,"Badalona",ES-B
08695,"Bagà",ES-B
08550,"Balenyà",ES-B
08660,"Balsareny",ES-B
08001,"Barcelona",ES-B
08002,"Barcelona",ES-B
08003,"Barcelona",ES-B
08004,"Barcelona",ES-B
08005,"Barcelona",ES-B
08006,"Barcelona",ES-B
08007,"Barcelona",ES-B
08008,"Barcelona",ES-B
08009,"Barcelona",ES-B
08010,"Barcelona",ES-B
08011,"Barcelona",ES-B
08012,"Barcelona",ES-B
08013,"Barcelona",ES-B
08014,"Barcelona",ES-B
08015,"Barcelona",ES-B
08016,"Barcelona",ES-B
08017,"Barcelona",ES-B
08018,"Barcelona",ES-B
08019,"Barcelona",ES-B
08020,"Barcelona",ES-B
08021,"Barcelona",ES-B
08022,"Barcelona",ES-B
08023,"Barcelona",ES-B
08024,"Barcelona",ES-B
08025,"Barcelona",ES-B
08026,"Barcelona",ES-B
08027,"Barcelona",ES-B
08028,"Barcelona",ES-B
08029,"Barcelona",ES-B
08030,"Barcelona",ES-B
08031,"Barcelona",ES-B
08032,"Barcelona",ES-B
08033,"Barcelona",ES-B
08034,"Barcelona",ES-B
08035,"Barcelona",ES-B
08036,"Barcelona",ES-B
08037,"Barcelona",ES-B
08038,"Barcelona",ES-B
08039,"Barcelona",ES-B
08040,"Barcelona",ES-B
08041,"Barcelona",ES-B
08042,"Barcelona",ES-B
08070,"Barcelona",ES-B
08071,"Barcelona",ES-B
08859,"Begues",ES-B
08600,"Berga",ES-B
08145,"Bigues I Riells",ES-B
08415,"Bigues I Riells",ES-B
08416,"Bigues I Riells",ES-B
08619,"Borredà",ES-B
08294,"Bruc, el",ES-B
08553,"Brull, el",ES-B
08794,"Cabanyes, les",ES-B
08718,"Cabrera d'Igualada",ES-B
08785,"Cabrera d'Igualada",ES-B
08349,"Cabrera de Mar",ES-B
08348,"Cabrils",ES-B
08384,"Cabrils",ES-B
08280,"Calaf",ES-B
08393,"Caldes d'Estrac",ES-B
08140,"Caldes de Montbui",ES-B
08275,"Calders",ES-B
08370,"Calella",ES-B
08281,"Calonge de Segarra",ES-B
08506,"Calldetenes",ES-B
08519,"Calldetenes",ES-B
08262,"Callús",ES-B
08470,"Campins",ES-B
08360,"Canet de Mar",ES-B
08420,"Canovelles",ES-B
08445,"Cànoves I Samalús",ES-B
08530,"Garriga, la",ES-B
08811,"Canyelles",ES-B
08786,"Capellades",ES-B
08440,"Cardedeu",ES-B
08261,"Cardona",ES-B
08787,"Carme",ES-B
08593,"Casserres",ES-B
08693,"Casserres",ES-B
08211,"Castellar del Vallès",ES-B
08696,"Castellar de N'Hug",ES-B
08296,"Castellbell I El Vilar",ES-B
08755,"Castellbisbal",ES-B
08761,"Castellbisbal",ES-B
08183,"Castellcir",ES-B
08860,"Castelldefels",ES-B
08729,"Castellet I la Gornal",ES-B
08732,"Castellet I la Gornal",ES-B
08255,"Castellfollit del Boix",ES-B
08259,"Castellfollit del Boix",ES-B
08297,"Castellgalí",ES-B
08251,"Castellnou de Bages",ES-B
08719,"Castellolí",ES-B
08769,"Castellví de Rosanes",ES-B
08540,"Centelles",ES-B
08541,"Centelles",ES-B
08758,"Cervelló",ES-B
08293,"Collbató",ES-B
08178,"Collsuspina",ES-B
08757,"Corbera de Llobregat",ES-B
08940,"Cornellà de Llobregat",ES-B
08880,"Cubelles",ES-B
08318,"Dosrius",ES-B
08319,"Dosrius",ES-B
08292,"Esparreguera",ES-B
08950,"Esplugues de Llobregat",ES-B
08614,"Espunyola, l'",ES-B
08148,"Estany, l'",ES-B
08698,"Fígols",ES-B
08495,"Fogars de la Selva",ES-B
08736,"Font-rubí",ES-B
08739,"Font-rubí",ES-B
08520,"Franqueses del Vallès, les",ES-B
08521,"Franqueses del Vallès, les",ES-B
08146,"Gallifa",ES-B
08850,"Gavà",ES-B
08672,"Gaià",ES-B
08679,"Gaià",ES-B
08790,"Gelida",ES-B
08680,"Gironella",ES-B
08965,"Gisclareny",ES-B
08792,"Granada, la",ES-B
08400,"Granollers",ES-B
08401,"Granollers",ES-B
08402,"Granollers",ES-B
08403,"Granollers",ES-B
08404,"Granollers",ES-B
08474,"Gualba",ES-B
08253,"Sant Salvador de Guardiola",ES-B
08694,"Guardiola de Berguedà",ES-B
08503,"Gurb",ES-B
08901,"Hospitalet de Llobregat, l'",ES-B
08902,"Hospitalet de Llobregat, l'",ES-B
08903,"Hospitalet de Llobregat, l'",ES-B
08904,"Hospitalet de Llobregat, l'",ES-B
08905,"Hospitalet de Llobregat, l'",ES-B
08906,"Hospitalet de Llobregat, l'",ES-B
08907,"Hospitalet de Llobregat, l'",ES-B
08908,"Hospitalet de Llobregat, l'",ES-B
08700,"Igualada",ES-B
08779,"Llacuna, la",ES-B
08120,"Llagosta, la",ES-B
08450,"Llinars del Vallès",ES-B
08186,"Lliçà d'Amunt",ES-B
08185,"Lliçà de Vall",ES-B
08514,"Lluçà",ES-B
08589,"Lluçà",ES-B
08380,"Malgrat de Mar",ES-B
08560,"Manlleu",ES-B
08240,"Manresa",ES-B
08241,"Manresa",ES-B
08242,"Manresa",ES-B
08243,"Manresa",ES-B
08248,"Manresa",ES-B
08760,"Martorell",ES-B
08107,"Martorelles",ES-B
08510,"Masies de Roda, les",ES-B
08508,"Masies de Voltregà, les",ES-B
08509,"Masies de Voltregà, les",ES-B
08320,"Masnou, el",ES-B
08782,"Masquefa",ES-B
08783,"Masquefa",ES-B
08230,"Matadepera",ES-B
08300,"Mataró",ES-B
08301,"Mataró",ES-B
08302,"Mataró",ES-B
08303,"Mataró",ES-B
08304,"Mataró",ES-B
08773,"Mediona",ES-B
08750,"Molins de Rei",ES-B
08100,"Mollet del Vallès",ES-B
08104,"Mollet del Vallès",ES-B
08110,"Montcada I Reixac",ES-B
08390,"Montgat",ES-B
08199,"Monistrol de Montserrat",ES-B
08691,"Monistrol de Montserrat",ES-B
08505,"Muntanyola",ES-B
08585,"Montesquiu",ES-B
08612,"Montmajor",ES-B
08289,"Montmaneu",ES-B
08590,"Figaró-montmany",ES-B
08160,"Montmeló",ES-B
08170,"Montornès del Vallès",ES-B
08460,"Montseny",ES-B
08180,"Moià",ES-B
08270,"Navarcles",ES-B
08269,"Navès",ES-B
08670,"Navès",ES-B
08671,"Navès",ES-B
08711,"Òdena",ES-B
08611,"Olvan",ES-B
08799,"Olèrdola",ES-B
08795,"Olesa de Bonesvalls",ES-B
08640,"Olesa de Montserrat",ES-B
08818,"Olivella",ES-B
08516,"Olost",ES-B
08573,"Orís",ES-B
08518,"Oristà",ES-B
08317,"Òrrius",ES-B
08796,"Pacs del Penedès",ES-B
08389,"Palafolls",ES-B
08184,"Palau-solità I Plegamans",ES-B
08753,"Pallejà",ES-B
08780,"Pallejà",ES-B
08754,"Papiol, el",ES-B
08150,"Parets del Vallès",ES-B
08784,"Piera",ES-B
08781,"Hostalets de Pierola, els",ES-B
08394,"Pineda de Mar",ES-B
08397,"Pineda de Mar",ES-B
08733,"Pla del Penedès, el",ES-B
08123,"Polinyà",ES-B
08213,"Polinyà",ES-B
08738,"Pontons",ES-B
08820,"Prat de Llobregat, el",ES-B
08513,"Prats de Lluçanès",ES-B
08330,"Premià de Mar",ES-B
08797,"Puigdàlber",ES-B
08592,"Puig-reig",ES-B
08692,"Puig-reig",ES-B
08282,"Pujalt",ES-B
08299,"Rellinars",ES-B
08291,"Ripollet",ES-B
08430,"Roca del Vallès, la",ES-B
08254,"Pont de Vilomara I Rocafort, el",ES-B
08161,"Rubí",ES-B
08191,"Rubí",ES-B
08201,"Sabadell",ES-B
08202,"Sabadell",ES-B
08203,"Sabadell",ES-B
08204,"Sabadell",ES-B
08205,"Sabadell",ES-B
08206,"Sabadell",ES-B
08207,"Sabadell",ES-B
08208,"Sabadell",ES-B
08209,"Sabadell",ES-B
08220,"Sabadell",ES-B
08802,"Sabadell",ES-B
08805,"Sabadell",ES-B
08517,"Sagàs",ES-B
08697,"Saldes",ES-B
08650,"Sallent",ES-B
08359,"Sant Iscle de Vallalta",ES-B
08930,"Sant Adrià de Besòs",ES-B
08586,"Sant Agustí de Lluçanès",ES-B
08740,"Sant Andreu de la Barca",ES-B
08392,"Sant Andreu de Llavaneres",ES-B
08459,"Sant Antoni de Vilamajor",ES-B
08830,"Sant Boi de Llobregat",ES-B
08476,"Sant Celoni",ES-B
08396,"Sant Cebrià de Vallalta",ES-B
08849,"Sant Climent de Llobregat",ES-B
08095,"Sant Cugat del Vallès",ES-B
08171,"Sant Cugat del Vallès",ES-B
08172,"Sant Cugat del Vallès",ES-B
08173,"Sant Cugat del Vallès",ES-B
08174,"Sant Cugat del Vallès",ES-B
08190,"Sant Cugat del Vallès",ES-B
08195,"Sant Cugat del Vallès",ES-B
08196,"Sant Cugat del Vallès",ES-B
08197,"Sant Cugat del Vallès",ES-B
08198,"Sant Cugat del Vallès",ES-B
08461,"Sant Esteve de Palautordera",ES-B
08635,"Sant Esteve Sesrovires",ES-B
08105,"Sant Fost de Campsentelles",ES-B
08182,"Sant Feliu de Codines",ES-B
08980,"Sant Feliu de Llobregat",ES-B
08274,"Sant Feliu Sasserra",ES-B
08272,"Sant Fruitós de Bages",ES-B
08339,"Vilassar de Dalt",ES-B
08512,"Sant Hipòlit de Voltregà",ES-B
08970,"Sant Joan Despí",ES-B
08250,"Sant Joan de Vilatorrada",ES-B
08340,"Vilassar de Mar",ES-B
08504,"Sant Julià de Vilatorta",ES-B
08960,"Sant Just Desvern",ES-B
08636,"Sant Llorenç d'Hortons",ES-B
08791,"Sant Llorenç d'Hortons",ES-B
08212,"Sant Llorenç Savall",ES-B
08515,"Sant Martí d'Albars",ES-B
08712,"Sant Martí de Tous",ES-B
08263,"Sant Mateu de Bages",ES-B
08338,"Premià de Dalt",ES-B
08810,"Sant Pere de Ribes",ES-B
08812,"Sant Pere de Ribes",ES-B
08776,"Sant Pere de Riudebitlles",ES-B
08572,"Sant Pere de Torelló",ES-B
08458,"Sant Pere de Vilamajor",ES-B
08395,"Sant Pol de Mar",ES-B
08777,"Sant Quintí de Mediona",ES-B
08580,"Sant Quirze de Besora",ES-B
08080,"Sant Quirze del Vallès",ES-B
08192,"Sant Quirze del Vallès",ES-B
08194,"Sant Quirze del Vallès",ES-B
08189,"Sant Quirze Safaja",ES-B
08770,"Sant Sadurní d'Anoia",ES-B
08771,"Sant Sadurní d'Anoia",ES-B
08298,"Marganell",ES-B
08690,"Santa Coloma de Cervelló",ES-B
08910,"Santa Coloma de Gramenet",ES-B
08920,"Santa Coloma de Gramenet",ES-B
08921,"Santa Coloma de Gramenet",ES-B
08922,"Santa Coloma de Gramenet",ES-B
08923,"Santa Coloma de Gramenet",ES-B
08924,"Santa Coloma de Gramenet",ES-B
08507,"Santa Eugènia de Berga",ES-B
18505,"Santa Eulàlia de Riuprimer",ES-GR
08187,"Santa Eulàlia de Ronçana",ES-B
08710,"Santa Margarida de Montbui",ES-B
08730,"Santa Margarida I Els Monjos",ES-B
08210,"Barberà del Vallès",ES-B
08584,"Santa Maria de Besora",ES-B
08511,"Santa Maria de Corcó",ES-B
08569,"Santa Maria de Corcó",ES-B
08106,"Santa Maria de Martorelles",ES-B
08273,"Santa Maria d'Oló",ES-B
08130,"Santa Perpètua de Mogoda",ES-B
08398,"Santa Susanna",ES-B
08295,"Sant Vicenç de Castellet",ES-B
08620,"Sant Vicenç Dels Horts",ES-B
08571,"Sant Vicenç de Torelló",ES-B
08193,"Cerdanyola del Vallès",ES-B
08290,"Cerdanyola del Vallès",ES-B
08181,"Sentmenat",ES-B
08554,"Seva",ES-B
08260,"Sitges",ES-B
08870,"Sitges",ES-B
08871,"Sitges",ES-B
08872,"Sitges",ES-B
08588,"Sora",ES-B
08278,"Talamanca",ES-B
08552,"Taradell",ES-B
08221,"Terrassa",ES-B
08222,"Terrassa",ES-B
08223,"Terrassa",ES-B
08224,"Terrassa",ES-B
08225,"Terrassa",ES-B
08226,"Terrassa",ES-B
08227,"Terrassa",ES-B
08228,"Terrassa",ES-B
08329,"Teià",ES-B
08391,"Tiana",ES-B
08931,"Tiana",ES-B
08551,"Tona",ES-B
08399,"Tordera",ES-B
08490,"Tordera",ES-B
08570,"Torelló",ES-B
08789,"Torre de Claramunt, la",ES-B
08775,"Torrelavit",ES-B
08737,"Torrelles de Foix",ES-B
08629,"Torrelles de Llobregat",ES-B
08200,"Ullastrell",ES-B
08231,"Ullastrell",ES-B
08233,"Vacarisses",ES-B
08699,"Vallcebre",ES-B
08471,"Vallgorguina",ES-B
08759,"Vallirana",ES-B
08188,"Vallromanes",ES-B
08500,"Vic",ES-B
08613,"Vilada",ES-B
08232,"Viladecavalls",ES-B
08323,"Viladecavalls",ES-B
08840,"Viladecans",ES-B
08788,"Vilanova del Camí",ES-B
08735,"Vilobí del Penedès",ES-B
08720,"Vilafranca del Penedès",ES-B
08455,"Vilalba Sasserra",ES-B
08800,"Vilanova I la Geltrú",ES-B
08673,"Viver I Serrateix",ES-B
08410,"Vilanova del Vallès",ES-B
08214,"Badia del Vallès",ES-B
08756,"Palma de Cervelló, la",ES-B
09141,"Abajas",ES-BU
09592,"Abajas",ES-BU
09462,"Adrada de Haza",ES-BU
09593,"Aguas Cándidas",ES-BU
09249,"Aguilar de Bureba",ES-BU
09239,"Albillos",ES-BU
09258,"Alcocero de Mola",ES-BU
09233,"Alfoz de Bricia",ES-BU
09571,"Alfoz de Bricia",ES-BU
09572,"Alfoz de Bricia",ES-BU
09219,"Altable",ES-BU
09146,"Altos, los",ES-BU
09551,"Altos, los",ES-BU
09559,"Altos, los",ES-BU
09312,"Anguix",ES-BU
09370,"Aranda de Duero",ES-BU
09400,"Aranda de Duero",ES-BU
09450,"Aranda de Duero",ES-BU
09410,"Arandilla",ES-BU
09451,"Arauzo de Miel",ES-BU
09195,"Arcos",ES-BU
09107,"Arenillas de Riopisuerga",ES-BU
09570,"Arija",ES-BU
09199,"Arlanzón",ES-BU
09292,"Arraya de Oca",ES-BU
09194,"Ausines, los",ES-BU
